Community_ID,House_ID,%_farming_households,Energy_role,Biomass_category,Biomass_subtype,Conversion_tech,Biomass_energy_type,Biomass_qty_tpd,Calorific_value_MJkg,Moisture_content_%,Energy_generated_kWh,Total_demand_kWh,Conversion_efficiency_%,Conversion_losses_%,Storage_capacity_kWh,Current_storage_kWh,Distribution_losses_%,Residential_demand_kWh,Agri_industrial_demand_kWh,Peak_load_kWh,Avg_temp_C,Rainfall_mm,Humidity_%,Community_participation_%
Comm_10,House_20,26.3,Consumer,None,None,None,Heat,0.0,0.0,0.0,0.0,154.6,0.0,0.0,0.0,0.0,8.88,41.65,63.22,27.9,24.8,56.9,60.26,60.23
Comm_1,House_19,50.2,Prosumer,Energy crops,Miscanthus,Gasification,Pellets,2.65,12.39,9.65,215.97,284.3,72.75,7.59,167.42,144.63,9.84,130.2,36.8,74.76,24.8,96.7,60.26,75.5
Comm_5,House_48,58.1,Prosumer,Manure,Cow dung,Transesterification,Biodiesel,3.59,17.88,22.71,103.7,261.84,72.75,10.43,187.5,33.0,4.2,176.08,63.22,35.17,14.4,104.7,79.7,52.24
Comm_7,House_40,61.0,Prosumer,Food waste,Kitchen scraps,Digestion,Electricity,0.96,13.8,37.13,215.97,424.6,72.75,11.6,162.43,59.57,8.26,130.2,63.22,8.98,24.8,23.2,56.3,89.17
Comm_10,House_6,49.93,Prosumer,MSW,Organic fraction,Digestion,Electricity,4.2,18.1,19.8,280.1,462.42,53.38,8.01,47.36,44.66,3.8,298.79,63.22,112.31,17.9,35.9,75.5,65.48
Comm_8,House_8,56.71,Consumer,None,None,None,Bioethanol,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,1.0,28.2,26.73,101.7,24.8,111.2,32.4,70.51
Comm_4,House_43,50.2,Prosumer,Energy crops,Miscanthus,Pelletization,Pellets,3.02,15.24,19.13,58.47,248.3,90.87,13.13,116.93,139.6,5.41,130.2,63.22,148.61,24.8,167.4,76.7,70.51
Comm_2,House_48,23.59,Consumer,None,None,None,Biodiesel,0.0,0.0,0.0,0.0,315.93,0.0,0.0,0.0,0.0,3.9,182.7,56.68,97.89,10.5,61.9,81.2,68.84
Comm_10,House_46,48.46,Consumer,None,None,None,Pellets,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,7.42,130.2,82.56,44.33,23.0,119.4,53.3,70.51
Comm_5,House_27,38.1,Consumer,None,None,None,Bioethanol,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,7.2,130.2,8.81,41.0,32.1,175.3,30.4,54.7
Comm_10,House_12,53.9,Prosumer,Manure,Poultry litter,Gasification,Biodiesel,4.65,15.11,13.52,216.63,251.08,92.2,10.42,59.53,108.15,1.47,110.24,194.66,51.47,13.8,99.64,36.7,81.9
Comm_3,House_40,57.52,Consumer,None,None,None,Pellets,0.0,0.0,0.0,0.0,274.27,0.0,0.0,0.0,0.0,1.1,17.9,30.1,57.2,29.6,66.6,83.9,70.51
Comm_10,House_46,36.33,Consumer,None,None,None,Syngas,0.0,0.0,0.0,0.0,102.86,0.0,0.0,0.0,0.0,4.0,46.45,4.92,87.36,32.3,99.64,54.3,88.59
Comm_3,House_4,50.2,Producer,Agriculture,Rice husk,Pelletization,Bioethanol,2.6,12.66,22.71,431.8,102.29,52.73,10.68,147.48,71.71,4.16,37.92,32.0,78.15,28.0,18.2,43.5,70.51
Comm_7,House_13,54.64,Consumer,None,None,None,Biogas,0.0,0.0,0.0,0.0,477.15,0.0,0.0,0.0,0.0,4.84,130.2,224.3,98.0,24.8,84.0,31.8,86.16
Comm_3,House_11,50.2,Prosumer,Wood,Wood pellets,Gasification,Electricity,3.9,15.11,19.1,215.97,199.29,77.57,8.01,105.16,72.33,3.06,130.2,50.59,20.4,19.3,62.8,79.2,43.5
Comm_6,House_34,26.07,Producer,MSW,Organic fraction,Combustion,Syngas,4.7,16.23,17.27,499.5,251.08,63.63,10.11,86.54,117.51,1.01,18.0,21.85,112.03,10.6,99.64,45.3,96.17
Comm_4,House_2,73.79,Consumer,None,None,None,Pellets,0.0,0.0,0.0,0.0,121.92,0.0,0.0,0.0,0.0,2.33,130.2,63.22,82.3,10.2,99.64,47.8,70.51
Comm_5,House_34,34.74,Consumer,None,None,None,Bioethanol,0.0,0.0,0.0,0.0,307.68,0.0,0.0,0.0,0.0,5.41,56.74,119.1,123.86,31.5,3.1,42.3,50.62
Comm_9,House_1,66.88,Prosumer,Wood,Wood pellets,Pelletization,Bioethanol,4.1,11.12,22.71,215.97,281.6,52.74,14.4,117.38,55.31,6.0,130.2,11.79,120.36,27.0,179.6,72.7,69.66
Comm_1,House_36,27.28,Consumer,None,None,None,Biogas,0.0,0.0,0.0,0.0,385.74,0.0,0.0,0.0,0.0,5.41,197.98,63.22,31.0,10.2,38.3,45.7,76.29
Comm_3,House_50,50.2,Prosumer,Manure,Poultry litter,Pelletization,Syngas,1.42,19.61,9.61,193.8,381.7,71.37,1.18,188.27,73.53,9.76,158.85,63.22,80.3,16.2,94.2,60.4,72.18
Comm_8,House_36,50.2,Prosumer,Agriculture,Wheat straw,Transesterification,Biogas,4.64,15.21,38.46,198.98,251.08,84.03,6.8,55.38,73.53,1.82,216.11,35.41,58.18,24.8,99.64,81.1,95.4
Comm_5,House_17,50.2,Producer,Energy crops,Switchgrass,Gasification,Bioethanol,2.4,10.0,10.43,530.9,81.58,72.75,1.13,174.9,122.84,7.95,29.88,10.54,22.1,25.8,106.1,52.5,73.65
Comm_7,House_6,50.2,Producer,Wood,Sawdust,Gasification,Syngas,0.85,18.39,22.71,469.85,232.84,87.95,5.93,180.1,2.8,1.5,130.2,21.84,134.0,21.2,125.5,85.0,44.27
Comm_1,House_11,57.8,Consumer,None,None,None,Electricity,0.0,0.0,0.0,0.0,490.94,0.0,0.0,0.0,0.0,9.2,130.2,63.22,125.94,17.3,127.3,60.26,72.79
Comm_1,House_40,73.99,Prosumer,MSW,Mixed organic,Fermentation,Heat,3.89,17.62,35.1,208.72,286.8,61.5,10.51,105.16,73.53,4.36,194.76,140.31,135.4,14.3,4.1,60.26,98.8
Comm_4,House_26,20.52,Producer,Food waste,Kitchen scraps,Digestion,Pellets,2.9,15.08,13.05,530.34,121.01,63.5,12.51,115.34,73.53,1.06,92.19,13.66,111.92,13.4,170.7,60.26,66.76
Comm_10,House_46,50.2,Prosumer,Manure,Poultry litter,Transesterification,Heat,1.97,15.11,22.71,174.6,228.4,85.7,8.01,170.47,54.77,8.11,55.28,21.1,61.64,24.8,119.9,81.2,76.11
Comm_10,House_24,44.32,Consumer,None,None,None,Biodiesel,0.0,0.0,0.0,0.0,118.02,0.0,0.0,0.0,0.0,4.74,105.38,7.44,78.15,38.7,11.8,30.3,75.25
Comm_1,House_22,21.63,Consumer,None,None,None,Heat,0.0,0.0,0.0,0.0,289.38,0.0,0.0,0.0,0.0,5.41,135.4,104.0,106.6,39.6,34.3,46.6,65.1
Comm_8,House_33,52.5,Producer,Food waste,Market waste,Pelletization,Bioethanol,3.76,16.29,12.4,406.22,251.08,73.53,14.24,92.86,39.43,9.13,113.52,41.16,78.15,13.9,99.64,58.1,66.45
Comm_10,House_27,30.1,Producer,Energy crops,Switchgrass,Transesterification,Biodiesel,2.34,19.3,28.14,450.67,70.0,88.0,2.78,149.65,96.35,5.75,19.42,33.05,78.15,28.2,171.5,71.6,70.1
Comm_2,House_5,45.15,Prosumer,Wood,Firewood,Gasification,Bioethanol,1.05,15.59,6.21,100.41,239.14,82.17,4.53,172.92,50.74,3.4,120.95,85.3,132.5,23.2,181.4,60.26,51.01
Comm_10,House_50,50.2,Prosumer,Energy crops,Miscanthus,Fermentation,Syngas,3.37,16.0,7.81,97.9,249.8,83.96,6.49,172.32,73.53,5.41,130.2,13.64,92.4,17.9,149.8,48.4,70.51
Comm_1,House_12,22.7,Consumer,None,None,None,Heat,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,5.59,235.1,7.64,25.63,24.8,80.2,72.9,64.13
Comm_7,House_47,50.2,Consumer,None,None,None,Pellets,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,2.77,136.6,83.99,78.15,26.9,26.0,60.26,91.78
Comm_2,House_35,38.87,Producer,Agriculture,Maize stalks,Gasification,Bioethanol,3.4,17.04,26.17,215.97,251.08,86.2,11.6,191.3,97.2,5.76,51.98,63.22,95.2,35.9,99.64,70.6,65.11
Comm_9,House_14,69.79,Producer,Agriculture,Wheat straw,Fermentation,Electricity,4.1,19.18,33.59,492.64,167.16,72.75,9.25,57.23,32.1,3.15,159.97,62.9,81.85,38.2,9.5,51.7,81.8
Comm_9,House_15,51.11,Consumer,None,None,None,Biogas,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,4.41,275.92,34.62,78.15,16.1,56.2,80.7,82.39
Comm_4,House_25,61.81,Producer,Food waste,Kitchen scraps,Digestion,Electricity,2.49,18.91,12.74,455.87,118.3,56.28,10.53,36.78,92.7,5.41,57.53,18.23,78.15,20.7,8.9,82.2,68.41
Comm_6,House_3,57.97,Consumer,None,None,None,Electricity,0.0,0.0,0.0,0.0,116.7,0.0,0.0,0.0,0.0,5.78,72.82,42.09,22.69,22.4,27.8,72.9,83.25
Comm_6,House_43,35.4,Prosumer,Food waste,Market waste,Combustion,Biodiesel,2.93,14.89,22.71,219.55,405.2,75.71,8.01,197.63,138.25,2.6,148.3,194.85,78.15,11.8,28.1,79.4,64.3
Comm_1,House_24,59.61,Producer,Energy crops,Jatropha,Digestion,Biogas,1.36,19.9,22.71,215.97,119.9,77.7,7.8,108.34,34.08,3.25,130.2,27.6,78.15,14.2,19.4,41.7,76.82
Comm_3,House_35,65.6,Consumer,None,None,None,Biodiesel,0.0,0.0,0.0,0.0,285.4,0.0,0.0,0.0,0.0,2.0,130.2,13.27,130.12,31.6,125.4,39.8,83.8
Comm_7,House_3,37.7,Consumer,None,None,None,Electricity,0.0,0.0,0.0,0.0,224.94,0.0,0.0,0.0,0.0,5.5,45.15,39.73,59.9,13.4,133.6,36.8,40.13
Comm_4,House_40,68.38,Prosumer,Agriculture,Maize stalks,Fermentation,Biogas,2.65,18.78,18.2,170.5,233.31,75.33,8.44,58.4,102.7,5.41,130.2,26.14,6.6,17.2,63.4,72.6,70.51
Comm_6,House_21,73.9,Producer,MSW,Organic fraction,Digestion,Heat,1.34,15.11,15.65,402.48,98.05,75.5,6.46,178.1,73.53,8.5,31.11,46.86,79.8,24.8,91.5,64.6,75.09
Comm_2,House_1,50.2,Consumer,None,None,None,Biodiesel,0.0,0.0,0.0,0.0,417.06,0.0,0.0,0.0,0.0,5.41,65.2,51.73,90.5,25.0,36.4,37.6,45.07
Comm_10,House_19,64.28,Prosumer,Manure,Poultry litter,Gasification,Biogas,2.65,19.29,29.87,234.27,284.5,70.55,1.96,127.58,73.53,5.41,130.2,63.0,78.15,25.9,138.5,88.0,97.3
Comm_8,House_44,26.11,Consumer,None,None,None,Syngas,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,5.41,242.85,34.47,82.38,21.5,164.2,39.6,55.77
Comm_4,House_33,72.39,Producer,Food waste,Kitchen scraps,Pelletization,Biogas,3.65,16.69,22.71,497.12,196.21,75.57,2.2,73.28,73.53,9.54,150.4,63.22,131.5,22.4,3.5,60.26,81.97
Comm_9,House_13,30.27,Producer,Wood,Wood pellets,Digestion,Biodiesel,4.31,14.7,11.33,469.64,125.12,80.4,6.15,105.16,54.51,1.97,62.45,22.13,111.5,24.8,120.2,60.26,72.2
Comm_10,House_41,63.89,Producer,Energy crops,Switchgrass,Gasification,Biodiesel,2.8,18.4,36.66,215.97,244.0,72.75,6.83,94.63,138.63,3.52,161.41,63.22,78.15,31.0,99.64,60.26,84.59
Comm_5,House_15,64.0,Producer,Wood,Sawdust,Digestion,Syngas,1.15,15.11,15.44,215.97,80.52,72.75,4.4,42.03,73.53,3.2,79.87,26.7,45.81,16.0,106.2,39.3,70.51
Comm_3,House_14,53.4,Prosumer,Energy crops,Jatropha,Combustion,Electricity,4.46,19.63,22.71,192.27,300.92,92.69,3.71,187.98,56.4,1.64,181.46,63.22,16.57,10.7,99.64,37.6,60.85
Comm_2,House_48,56.26,Consumer,None,None,None,Pellets,0.0,0.0,0.0,0.0,384.2,0.0,0.0,0.0,0.0,1.99,349.8,97.18,68.42,27.0,99.64,83.5,42.01
Comm_7,House_48,73.75,Prosumer,Energy crops,Miscanthus,Transesterification,Syngas,4.39,17.73,22.71,264.67,325.37,72.75,9.82,105.16,21.2,1.52,30.51,110.17,15.2,25.3,99.64,60.26,94.27
Comm_10,House_25,50.2,Consumer,None,None,None,Biogas,0.0,0.0,0.0,0.0,458.85,0.0,0.0,0.0,0.0,3.21,206.92,16.6,34.61,24.8,182.8,79.2,91.18
Comm_2,House_27,66.06,Prosumer,Manure,Poultry litter,Gasification,Electricity,0.9,17.97,24.6,65.37,135.88,90.15,12.93,97.19,69.45,6.95,132.2,63.22,70.13,24.8,24.5,81.3,87.97
Comm_5,House_22,35.66,Prosumer,Wood,Sawdust,Gasification,Electricity,3.29,11.01,26.8,225.75,422.1,56.7,9.77,163.99,34.95,3.02,159.16,160.63,78.15,30.0,76.6,74.2,40.5
Comm_7,House_23,35.4,Producer,MSW,Organic fraction,Combustion,Electricity,2.65,15.11,27.03,215.97,130.98,75.89,6.81,90.31,97.04,3.16,71.4,63.22,136.21,30.5,195.3,34.9,54.03
Comm_3,House_12,50.2,Prosumer,MSW,Organic fraction,Digestion,Syngas,0.91,19.6,37.4,56.57,119.95,55.44,6.53,131.5,108.5,5.05,23.01,63.22,42.5,12.2,131.1,81.7,77.3
Comm_9,House_30,59.72,Prosumer,Manure,Poultry litter,Fermentation,Biodiesel,2.27,15.11,26.29,288.35,421.3,72.75,9.46,45.45,34.77,5.41,386.33,63.22,142.11,22.1,99.64,60.26,53.4
Comm_7,House_18,44.97,Prosumer,Agriculture,Sugarcane bagasse,Fermentation,Syngas,0.5,16.68,23.6,74.93,246.91,64.42,5.37,13.91,94.81,7.57,103.39,52.04,38.0,37.3,7.1,78.8,83.26
Comm_5,House_14,34.18,Prosumer,Food waste,Kitchen scraps,Pelletization,Pellets,4.24,15.85,39.65,275.57,333.3,82.31,1.46,182.6,16.25,5.3,228.77,92.72,78.15,33.2,163.6,83.3,99.8
Comm_7,House_44,52.51,Consumer,None,None,None,Biodiesel,0.0,0.0,0.0,0.0,129.3,0.0,0.0,0.0,0.0,5.47,53.86,20.6,84.02,30.0,103.0,41.7,70.51
Comm_3,House_49,50.2,Prosumer,MSW,Organic fraction,Combustion,Bioethanol,3.91,11.9,32.34,53.53,230.77,76.9,2.7,105.16,29.75,5.58,208.06,103.55,127.63,17.4,74.7,63.4,80.8
Comm_5,House_37,31.6,Prosumer,Manure,Poultry litter,Transesterification,Bioethanol,1.83,17.79,16.64,215.97,318.5,72.75,9.59,49.49,73.53,6.8,255.2,14.0,78.15,24.8,179.7,66.4,64.03
Comm_5,House_47,40.25,Consumer,None,None,None,Syngas,0.0,0.0,0.0,0.0,228.44,0.0,0.0,0.0,0.0,7.15,179.29,106.19,78.15,35.5,79.9,48.4,70.51
Comm_5,House_38,57.03,Consumer,None,None,None,Bioethanol,0.0,0.0,0.0,0.0,238.19,0.0,0.0,0.0,0.0,8.1,130.2,63.22,78.15,25.0,50.1,41.2,86.55
Comm_9,House_20,53.3,Consumer,None,None,None,Syngas,0.0,0.0,0.0,0.0,431.38,0.0,0.0,0.0,0.0,8.01,355.34,208.29,78.15,37.4,64.1,67.8,45.24
Comm_1,House_2,50.2,Consumer,None,None,None,Bioethanol,0.0,0.0,0.0,0.0,489.5,0.0,0.0,0.0,0.0,2.6,360.9,117.5,46.81,15.9,99.64,63.4,70.51
Comm_1,House_1,22.04,Consumer,None,None,None,Biogas,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,9.35,130.2,11.14,75.98,23.8,47.0,35.2,87.32
Comm_3,House_15,63.4,Consumer,None,None,None,Bioethanol,0.0,0.0,0.0,0.0,484.5,0.0,0.0,0.0,0.0,5.41,130.2,211.7,135.72,33.2,171.0,30.9,45.1
Comm_10,House_33,20.87,Prosumer,Agriculture,Rice husk,Pelletization,Biogas,0.3,10.1,29.22,228.98,377.6,72.75,8.01,17.61,30.4,8.1,130.2,44.5,88.6,14.2,94.6,36.4,76.44
Comm_1,House_35,72.5,Consumer,None,None,None,Bioethanol,0.0,0.0,0.0,0.0,114.54,0.0,0.0,0.0,0.0,9.68,80.48,63.22,47.7,19.0,34.3,37.4,75.34
Comm_2,House_49,33.42,Prosumer,Agriculture,Wheat straw,Fermentation,Biodiesel,1.45,14.42,14.63,215.97,349.37,56.86,10.91,95.84,84.9,7.33,130.2,16.37,87.44,33.0,123.2,60.26,43.36
Comm_9,House_16,39.9,Producer,Energy crops,Jatropha,Combustion,Electricity,1.6,14.61,22.71,511.81,196.86,81.04,8.01,124.1,64.9,3.89,28.26,78.03,52.92,24.8,117.6,46.1,69.12
Comm_9,House_48,28.73,Consumer,None,None,None,Biodiesel,0.0,0.0,0.0,0.0,251.08,0.0,0.0,0.0,0.0,8.3,15.74,16.92,48.41,17.5,122.9,42.4,94.57
Comm_3,House_25,64.36,Prosumer,Manure,Poultry litter,Transesterification,Heat,2.53,15.11,11.65,196.3,269.33,71.59,8.01,145.0,73.53,9.51,233.53,8.1,92.3,12.5,178.6,87.0,63.29
Comm_2,House_15,38.49,Prosumer,Agriculture,Sugarcane bagasse,Combustion,Heat,3.76,19.93,22.71,119.19,251.08,72.75,13.02,64.0,2.8,5.6,100.0,55.9,79.5,24.8,163.4,67.8,70.51
Comm_1,House_15,50.2,Consumer,None,None,None,Heat,0.0,0.0,0.0,0.0,225.13,0.0,0.0,0.0,0.0,9.87,61.37,63.22,96.36,38.8,0.6,80.4,99.53
Comm_10,House_4,30.43,Consumer,None,None,None,Electricity,0.0,0.0,0.0,0.0,133.73,0.0,0.0,0.0,0.0,7.02,82.85,66.0,110.31,38.2,72.1,54.5,71.0
Comm_2,House_27,39.24,Consumer,None,None,None,Heat,0.0,0.0,0.0,0.0,119.98,0.0,0.0,0.0,0.0,1.34,47.6,14.04,144.0,30.4,99.64,44.9,71.6
Comm_8,House_45,50.2,Producer,Manure,Poultry litter,Combustion,Electricity,2.8,13.93,26.69,484.3,69.58,84.06,5.28,198.87,57.43,5.41,54.3,13.8,78.15,37.7,192.2,60.26,85.1
Comm_9,House_24,63.93,Prosumer,Wood,Firewood,Gasification,Heat,4.91,15.11,21.3,215.97,260.0,72.75,2.29,15.9,73.53,8.23,195.6,63.22,128.2,31.5,53.4,60.26,93.4
Comm_6,House_17,50.2,Prosumer,Energy crops,Jatropha,Pelletization,Pellets,4.05,19.22,33.1,138.01,331.93,88.09,6.12,113.7,97.87,4.72,286.6,46.72,144.68,25.4,99.64,68.6,54.95
Comm_4,House_38,70.7,Consumer,None,None,None,Biodiesel,0.0,0.0,0.0,0.0,492.1,0.0,0.0,0.0,0.0,7.8,310.2,63.22,56.14,34.8,195.2,70.7,85.5
Comm_7,House_45,57.98,Consumer,None,None,None,Heat,0.0,0.0,0.0,0.0,474.25,0.0,0.0,0.0,0.0,2.4,231.85,63.22,43.96,33.3,78.6,36.3,42.36
Comm_3,House_14,50.2,Producer,Wood,Firewood,Digestion,Syngas,2.65,19.4,11.84,215.97,251.08,93.08,9.57,151.84,77.37,5.04,130.2,114.2,49.3,24.8,2.0,60.26,65.6
Comm_8,House_30,21.86,Consumer,None,None,None,Biogas,0.0,0.0,0.0,0.0,404.43,0.0,0.0,0.0,0.0,5.41,130.2,102.07,146.55,26.9,95.0,48.7,57.14
Comm_6,House_36,26.52,Consumer,None,None,None,Biodiesel,0.0,0.0,0.0,0.0,452.84,0.0,0.0,0.0,0.0,5.41,130.2,63.22,63.7,21.1,189.0,57.4,62.44
Comm_4,House_23,77.4,Prosumer,Agriculture,Wheat straw,Transesterification,Biodiesel,1.49,11.8,15.7,112.32,240.03,85.56,11.0,169.5,58.27,3.09,101.21,92.8,15.07,23.3,99.64,60.26,45.73
Comm_5,House_23,29.75,Consumer,None,None,None,Syngas,0.0,0.0,0.0,0.0,113.39,0.0,0.0,0.0,0.0,5.41,13.51,2.78,78.15,26.3,25.8,60.26,60.23
Comm_5,House_20,44.72,Prosumer,Wood,Wood pellets,Digestion,Syngas,4.7,15.03,19.38,166.35,290.6,72.75,4.82,46.49,104.03,8.34,178.59,12.66,113.8,24.8,95.3,51.4,90.9
Comm_8,House_24,35.43,Consumer,None,None,None,Pellets,0.0,0.0,0.0,0.0,380.61,0.0,0.0,0.0,0.0,8.0,133.27,119.27,78.15,27.5,101.6,52.6,70.51
Comm_4,House_21,50.2,Consumer,None,None,None,Electricity,0.0,0.0,0.0,0.0,435.98,0.0,0.0,0.0,0.0,3.55,275.05,119.45,130.2,15.6,99.64,77.2,68.04
Comm_1,House_37,73.02,Producer,Agriculture,Wheat straw,Digestion,Heat,3.6,11.05,36.24,544.45,206.4,70.11,14.3,10.8,112.5,7.0,21.12,23.4,122.41,39.3,0.4,80.1,70.51
Comm_7,House_6,74.3,Producer,Energy crops,Jatropha,Gasification,Heat,2.7,16.11,22.71,327.98,145.24,80.39,9.6,156.6,72.4,8.8,130.2,66.36,27.4,31.9,28.5,36.2,85.92
Comm_10,House_49,31.9,Producer,Food waste,Kitchen scraps,Fermentation,Bioethanol,0.94,15.81,12.84,502.5,251.08,88.82,4.21,196.55,73.53,5.41,39.98,21.96,59.5,17.8,178.7,87.0,53.26
Comm_3,House_34,76.78,Prosumer,Agriculture,Wheat straw,Pelletization,Electricity,2.3,16.57,14.0,290.7,360.41,74.0,8.01,17.63,78.6,2.5,65.03,57.05,78.15,20.0,73.6,55.9,61.54
Comm_7,House_23,51.87,Producer,Wood,Firewood,Fermentation,Syngas,1.29,16.4,13.0,425.22,246.18,54.61,1.48,99.65,149.3,3.2,206.8,41.94,39.42,25.5,123.3,48.7,70.51
Comm_7,House_33,50.2,Prosumer,Agriculture,Rice husk,Transesterification,Biodiesel,2.65,12.4,22.98,247.55,418.08,72.75,8.01,151.48,68.2,6.8,232.3,63.22,145.4,24.8,119.9,60.26,98.44
Comm_8,House_21,50.2,Prosumer,Wood,Sawdust,Gasification,Syngas,0.9,11.87,30.45,159.48,356.21,75.81,13.1,96.82,146.4,6.83,130.2,90.3,55.75,16.2,22.2,42.8,57.81
Comm_2,House_6,55.14,Producer,MSW,Mixed organic,Digestion,Pellets,1.82,15.11,14.9,347.84,140.21,86.49,13.9,110.22,88.57,9.22,60.23,5.0,77.35,22.4,85.9,87.9,87.7
Comm_4,House_14,51.62,Producer,MSW,Organic fraction,Gasification,Pellets,2.65,13.0,22.71,438.84,218.17,80.1,8.01,108.39,73.53,5.51,170.9,72.42,78.15,11.5,76.0,55.8,70.51
Comm_2,House_31,39.05,Consumer,None,None,None,Biogas,0.0,0.0,0.0,0.0,374.99,0.0,0.0,0.0,0.0,8.46,349.78,16.09,76.73,24.8,114.1,48.6,89.0
Comm_6,House_24,27.93,Producer,MSW,Organic fraction,Combustion,Heat,2.6,12.2,22.71,527.62,174.27,52.8,9.1,109.0,147.12,3.1,51.18,63.22,78.15,22.0,48.9,60.26,65.58
Comm_3,House_23,50.2,Consumer,None,None,None,Syngas,0.0,0.0,0.0,0.0,269.7,0.0,0.0,0.0,0.0,4.9,130.2,42.6,106.39,31.4,35.2,88.1,42.88
Comm_2,House_37,72.3,Prosumer,Manure,Poultry litter,Fermentation,Bioethanol,2.65,11.04,15.21,215.97,325.2,69.3,1.49,26.03,73.53,8.2,262.2,29.6,105.62,31.7,99.64,60.26,62.88
Comm_5,House_18,48.72,Prosumer,Energy crops,Jatropha,Combustion,Syngas,4.19,15.11,17.77,215.97,251.08,83.08,1.3,132.6,73.53,7.5,29.2,63.22,78.15,32.6,167.1,76.0,53.7
Comm_2,House_3,58.8,Prosumer,MSW,Mixed organic,Digestion,Bioethanol,1.42,13.49,26.4,240.7,251.08,72.75,13.17,177.89,73.53,5.41,25.6,63.22,46.57,18.6,166.5,50.1,58.64
Comm_5,House_2,30.84,Consumer,None,None,None,Biodiesel,0.0,0.0,0.0,0.0,324.07,0.0,0.0,0.0,0.0,5.1,130.2,25.78,78.15,38.3,197.4,35.9,67.4
Comm_10,House_32,50.2,Prosumer,Food waste,Market waste,Gasification,Biogas,1.4,15.11,28.95,215.97,233.65,77.0,8.01,162.57,133.52,5.41,210.25,76.45,105.6,29.6,63.1,66.4,68.28
Comm_3,House_31,54.32,Producer,Food waste,Market waste,Transesterification,Biogas,4.95,15.11,5.42,318.22,251.08,72.75,3.8,182.32,73.53,5.56,169.47,76.42,132.8,38.2,99.0,71.0,57.8
Comm_5,House_30,50.2,Prosumer,Food waste,Market waste,Pelletization,Bioethanol,3.34,13.83,11.35,69.5,257.6,72.75,1.56,101.83,73.53,4.21,34.4,63.22,120.79,16.2,117.7,60.26,89.06
Comm_9,House_33,50.2,Consumer,None,None,None,Biodiesel,0.0,0.0,0.0,0.0,408.98,0.0,0.0,0.0,0.0,7.02,315.24,153.53,130.53,24.1,99.64,36.6,44.41
Comm_9,House_46,44.11,Consumer,None,None,None,Bioethanol,0.0,0.0,0.0,0.0,425.84,0.0,0.0,0.0,0.0,7.36,77.89,37.71,78.15,38.6,64.3,64.4,81.53
Comm_10,House_13,50.2,Producer,Manure,Poultry litter,Combustion,Syngas,1.76,16.14,22.71,215.97,217.96,55.77,8.01,162.38,13.45,7.49,126.5,78.06,78.15,36.9,89.7,84.2,65.1
Comm_9,House_43,46.0,Consumer,None,None,None,Pellets,0.0,0.0,0.0,0.0,415.32,0.0,0.0,0.0,0.0,5.5,126.19,63.22,12.5,23.8,58.4,40.7,70.51
Comm_8,House_34,52.99,Prosumer,Manure,Cow dung,Fermentation,Electricity,2.34,16.9,38.3,110.0,201.7,59.88,14.66,105.16,111.91,4.54,113.6,60.96,120.31,23.3,164.3,82.8,48.2
Comm_8,House_8,29.96,Prosumer,Food waste,Market waste,Combustion,Biodiesel,2.65,18.27,29.27,103.55,248.19,72.75,8.38,105.16,100.59,5.41,130.2,123.68,144.1,13.3,99.64,79.7,89.72
Comm_5,House_1,50.2,Prosumer,Food waste,Market waste,Digestion,Biodiesel,2.79,11.7,11.2,66.8,199.6,55.32,3.28,83.1,75.0,4.58,130.2,63.22,26.82,28.6,126.9,30.1,66.68
Comm_2,House_20,69.83,Consumer,None,None,None,Pellets,0.0,0.0,0.0,0.0,218.07,0.0,0.0,0.0,0.0,1.18,130.2,107.7,78.15,27.1,99.64,39.5,58.61
Comm_9,House_29,53.86,Prosumer,Wood,Sawdust,Gasification,Bioethanol,3.16,15.11,9.08,215.97,251.08,54.3,13.0,133.2,71.79,2.47,191.71,75.71,15.27,24.2,147.6,60.26,70.51
Comm_4,House_3,53.02,Producer,Wood,Firewood,Transesterification,Syngas,1.65,15.22,11.62,379.2,248.3,84.6,1.1,10.81,83.65,7.77,125.4,108.71,94.4,18.5,99.64,60.26,70.51
Comm_4,House_6,36.6,Producer,Food waste,Market waste,Transesterification,Electricity,0.73,10.9,22.92,215.97,251.08,85.92,13.79,90.59,73.53,4.8,124.9,42.9,12.23,13.1,75.5,60.26,43.6
Comm_4,House_45,62.21,Consumer,None,None,None,Biodiesel,0.0,0.0,0.0,0.0,150.56,0.0,0.0,0.0,0.0,3.54,130.2,18.6,88.17,14.1,172.0,32.3,66.83
Comm_2,House_31,20.78,Prosumer,Manure,Poultry litter,Gasification,Heat,2.76,13.2,29.39,189.3,251.08,69.92,8.01,13.21,22.17,1.47,187.22,135.9,86.26,24.8,148.8,78.5,73.18
